TERRITORIO#en,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#en,TIME_PERIOD#es,TIME_PERIOD_CODE,TIPO_ALOJAMIENTO#en,TIPO_ALOJAMIENTO#es,TIPO_ALOJAMIENTO_CODE,MEDIDAS#en,MEDIDAS#es,MEDIDAS_CODE,PAIS_RESIDENCIA#en,PAIS_RESIDENCIA#es,PAIS_RESIDENCIA_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#en,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION,ESTADO_OBSERVACION#en,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Lanzarote,Lanzarote,ES708,2023 First quarter,2023 Primer trimestre,2023-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,19532,,,,,,
Lanzarote,Lanzarote,ES708,2023 Second quarter,2023 Segundo trimestre,2023-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,13333,,,,,,
Lanzarote,Lanzarote,ES708,2023 Third quarter,2023 Tercer trimestre,2023-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,17414,,,,,,
Lanzarote,Lanzarote,ES708,2023 Fourth quarter,2023 Cuarto trimestre,2023-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,20885,,,,,,
Lanzarote,Lanzarote,ES708,2023,2023,2023,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,71164,,,,,,
Lanzarote,Lanzarote,ES708,2024 First quarter,2024 Primer trimestre,2024-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,25711,,,,,,
Lanzarote,Lanzarote,ES708,2024 Second quarter,2024 Segundo trimestre,2024-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,24480,,,,,,
Lanzarote,Lanzarote,ES708,2024 Third quarter,2024 Tercer trimestre,2024-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,16553,,,,,,
Lanzarote,Lanzarote,ES708,2024 Fourth quarter,2024 Cuarto trimestre,2024-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,22841,,,,,,
Lanzarote,Lanzarote,ES708,2024,2024,2024,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,89584,,,,,,
Lanzarote,Lanzarote,ES708,2025 First quarter,2025 Primer trimestre,2025-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,25589,,,,,,
Lanzarote,Lanzarote,ES708,2025 Second quarter,2025 Segundo trimestre,2025-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,15783,,,,,,
Lanzarote,Lanzarote,ES708,2025 Third quarter,2025 Tercer trimestre,2025-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,23620,,,,,,
Lanzarote,Lanzarote,ES708,2025 Fourth quarter,2025 Cuarto trimestre,2025-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,23446,,,,,,
Lanzarote,Lanzarote,ES708,2025,2025,2025,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Other,Otro,_O,88791,,,,,,
Lanzarote,Lanzarote,ES708,2018 First quarter,2018 Primer trimestre,2018-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,7564,,,,,,
Lanzarote,Lanzarote,ES708,2018 Second quarter,2018 Segundo trimestre,2018-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,5904,,,,,,
Lanzarote,Lanzarote,ES708,2018 Third quarter,2018 Tercer trimestre,2018-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,6795,,,,,,
Lanzarote,Lanzarote,ES708,2018 Fourth quarter,2018 Cuarto trimestre,2018-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,4924,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2018,2018,2018,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,25187,,,,,,
Lanzarote,Lanzarote,ES708,2019 First quarter,2019 Primer trimestre,2019-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,3890,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2019 Second quarter,2019 Segundo trimestre,2019-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,1917,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2019 Third quarter,2019 Tercer trimestre,2019-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,4892,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2019 Fourth quarter,2019 Cuarto trimestre,2019-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,1939,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2019,2019,2019,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,12637,,,,,,
Lanzarote,Lanzarote,ES708,2020 First quarter,2020 Primer trimestre,2020-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,4381,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2020 Second quarter,2020 Segundo trimestre,2020-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,,,,,Missing value; data cannot exist,Valor no disponible; el dato no existe,M
Lanzarote,Lanzarote,ES708,2020 Third quarter,2020 Tercer trimestre,2020-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,3655,,,,,,
Lanzarote,Lanzarote,ES708,2020 Fourth quarter,2020 Cuarto trimestre,2020-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,2326,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2020,2020,2020,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,10361,,,,,,
Lanzarote,Lanzarote,ES708,2021 First quarter,2021 Primer trimestre,2021-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,1309,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2021 Second quarter,2021 Segundo trimestre,2021-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,5349,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2021 Third quarter,2021 Tercer trimestre,2021-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,8737,,,,,,
Lanzarote,Lanzarote,ES708,2021 Fourth quarter,2021 Cuarto trimestre,2021-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,5839,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2021,2021,2021,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,21235,,,,,,
Lanzarote,Lanzarote,ES708,2022 First quarter,2022 Primer trimestre,2022-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,6144,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2022 Second quarter,2022 Segundo trimestre,2022-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,3988,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2022 Third quarter,2022 Tercer trimestre,2022-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,7990,,,,,,
Lanzarote,Lanzarote,ES708,2022 Fourth quarter,2022 Cuarto trimestre,2022-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,5832,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2022,2022,2022,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,23953,,,,,,
Lanzarote,Lanzarote,ES708,2023 First quarter,2023 Primer trimestre,2023-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,7834,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2023 Second quarter,2023 Segundo trimestre,2023-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,6864,,,,,,
Lanzarote,Lanzarote,ES708,2023 Third quarter,2023 Tercer trimestre,2023-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,10096,,,,,,
Lanzarote,Lanzarote,ES708,2023 Fourth quarter,2023 Cuarto trimestre,2023-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,5979,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2023,2023,2023,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,30773,,,,,,
Lanzarote,Lanzarote,ES708,2024 First quarter,2024 Primer trimestre,2024-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,5472,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2024 Second quarter,2024 Segundo trimestre,2024-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,8086,,,,,,
Lanzarote,Lanzarote,ES708,2024 Third quarter,2024 Tercer trimestre,2024-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,6055,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2024 Fourth quarter,2024 Cuarto trimestre,2024-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,4097,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2024,2024,2024,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,23709,,,,,,
Lanzarote,Lanzarote,ES708,2025 First quarter,2025 Primer trimestre,2025-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,7613,,,,,,
Lanzarote,Lanzarote,ES708,2025 Second quarter,2025 Segundo trimestre,2025-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,8904,,,,,,
Lanzarote,Lanzarote,ES708,2025 Third quarter,2025 Tercer trimestre,2025-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,8858,,,,,,
Lanzarote,Lanzarote,ES708,2025 Fourth quarter,2025 Cuarto trimestre,2025-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,6403,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2025,2025,2025,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,Spain (Canary Islands excluded),España (excluida Canarias),ES_XIC,31777,,,,,,
Lanzarote,Lanzarote,ES708,2018 First quarter,2018 Primer trimestre,2018-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,29860,,,,,,
Lanzarote,Lanzarote,ES708,2018 Second quarter,2018 Segundo trimestre,2018-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,26561,,,,,,
Lanzarote,Lanzarote,ES708,2018 Third quarter,2018 Tercer trimestre,2018-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,20867,,,,,,
Lanzarote,Lanzarote,ES708,2018 Fourth quarter,2018 Cuarto trimestre,2018-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,18757,,,,,,
Lanzarote,Lanzarote,ES708,2018,2018,2018,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,96045,,,,,,
Lanzarote,Lanzarote,ES708,2019 First quarter,2019 Primer trimestre,2019-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,23637,,,,,,
Lanzarote,Lanzarote,ES708,2019 Second quarter,2019 Segundo trimestre,2019-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,11499,,,,,,
Lanzarote,Lanzarote,ES708,2019 Third quarter,2019 Tercer trimestre,2019-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,14486,,,,,,
Lanzarote,Lanzarote,ES708,2019 Fourth quarter,2019 Cuarto trimestre,2019-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,18989,,,,,,
Lanzarote,Lanzarote,ES708,2019,2019,2019,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,68611,,,,,,
Lanzarote,Lanzarote,ES708,2020 First quarter,2020 Primer trimestre,2020-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,13923,,,,,,
Lanzarote,Lanzarote,ES708,2020 Second quarter,2020 Segundo trimestre,2020-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,,,,,Missing value; data cannot exist,Valor no disponible; el dato no existe,M
Lanzarote,Lanzarote,ES708,2020 Third quarter,2020 Tercer trimestre,2020-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,4155,,,,,,
Lanzarote,Lanzarote,ES708,2020 Fourth quarter,2020 Cuarto trimestre,2020-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,2636,,,,,,
Lanzarote,Lanzarote,ES708,2020,2020,2020,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,20715,,,,,,
Lanzarote,Lanzarote,ES708,2021 First quarter,2021 Primer trimestre,2021-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,52,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2021 Second quarter,2021 Segundo trimestre,2021-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,314,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2021 Third quarter,2021 Tercer trimestre,2021-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,7440,,,,,,
Lanzarote,Lanzarote,ES708,2021 Fourth quarter,2021 Cuarto trimestre,2021-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,14659,,,,,,
Lanzarote,Lanzarote,ES708,2021,2021,2021,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,22465,,,,,,
Lanzarote,Lanzarote,ES708,2022 First quarter,2022 Primer trimestre,2022-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,20658,,,,,,
Lanzarote,Lanzarote,ES708,2022 Second quarter,2022 Segundo trimestre,2022-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,18499,,,,,,
Lanzarote,Lanzarote,ES708,2022 Third quarter,2022 Tercer trimestre,2022-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,18855,,,,,,
Lanzarote,Lanzarote,ES708,2022 Fourth quarter,2022 Cuarto trimestre,2022-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,25729,,,,,,
Lanzarote,Lanzarote,ES708,2022,2022,2022,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,83742,,,,,,
Lanzarote,Lanzarote,ES708,2023 First quarter,2023 Primer trimestre,2023-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,28593,,,,,,
Lanzarote,Lanzarote,ES708,2023 Second quarter,2023 Segundo trimestre,2023-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,21864,,,,,,
Lanzarote,Lanzarote,ES708,2023 Third quarter,2023 Tercer trimestre,2023-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,28073,,,,,,
Lanzarote,Lanzarote,ES708,2023 Fourth quarter,2023 Cuarto trimestre,2023-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,26241,,,,,,
Lanzarote,Lanzarote,ES708,2023,2023,2023,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,104770,,,,,,
Lanzarote,Lanzarote,ES708,2024 First quarter,2024 Primer trimestre,2024-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,22974,,,,,,
Lanzarote,Lanzarote,ES708,2024 Second quarter,2024 Segundo trimestre,2024-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,26581,,,,,,
Lanzarote,Lanzarote,ES708,2024 Third quarter,2024 Tercer trimestre,2024-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,32636,,,,,,
Lanzarote,Lanzarote,ES708,2024 Fourth quarter,2024 Cuarto trimestre,2024-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,25567,,,,,,
Lanzarote,Lanzarote,ES708,2024,2024,2024,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,107758,,,,,,
Lanzarote,Lanzarote,ES708,2025 First quarter,2025 Primer trimestre,2025-Q1,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,32884,,,,,,
Lanzarote,Lanzarote,ES708,2025 Second quarter,2025 Segundo trimestre,2025-Q2,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,25032,,,,,,
Lanzarote,Lanzarote,ES708,2025 Third quarter,2025 Tercer trimestre,2025-Q3,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,38049,,,,,,
Lanzarote,Lanzarote,ES708,2025 Fourth quarter,2025 Cuarto trimestre,2025-Q4,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,24459,,,,,,
Lanzarote,Lanzarote,ES708,2025,2025,2025,,"Hotel 1, 2 y 3 Estrellas",HOTEL_ESTRELLAS_S1,,Turistas,TURISTAS,United Kingdom of Great Britain and Northern Ireland,Reino Unido,GB,120423,,,,,,
Lanzarote,Lanzarote,ES708,2018 First quarter,2018 Primer trimestre,2018-Q1,,Vivienda o habitación alquilada a un particular,VIVIENDA_HABITACION_ALQUILADA_PARTICULAR,,Turistas,TURISTAS,Germany,Alemania,DE,6734,,,,,,
Lanzarote,Lanzarote,ES708,2018 Second quarter,2018 Segundo trimestre,2018-Q2,,Vivienda o habitación alquilada a un particular,VIVIENDA_HABITACION_ALQUILADA_PARTICULAR,,Turistas,TURISTAS,Germany,Alemania,DE,6555,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2018 Third quarter,2018 Tercer trimestre,2018-Q3,,Vivienda o habitación alquilada a un particular,VIVIENDA_HABITACION_ALQUILADA_PARTICULAR,,Turistas,TURISTAS,Germany,Alemania,DE,5878,,,Dato estimado con menos de 20 observaciones muestrales,,,
Lanzarote,Lanzarote,ES708,2018 Fourth quarter,2018 Cuarto trimestre,2018-Q4,,Vivienda o habitación alquilada a un particular,VIVIENDA_HABITACION_ALQUILADA_PARTICULAR,,Turistas,TURISTAS,Germany,Alemania,DE,7306,,,Dato estimado con menos de 20 observaciones muestrales,,,
