MEDIDAS#es,MEDIDAS_CODE,EDAD#es,EDAD_CODE,PAIS_RESIDENCIA#es,PAIS_RESIDENCIA_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,TERRITORIO#es,TERRITORIO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2020 Primer trimestre,2020-Q1,Total,_T,Gran Canaria,ES705,304290,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2020 Segundo trimestre,2020-Q2,Total,_T,Gran Canaria,ES705,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2020 Tercer trimestre,2020-Q3,Total,_T,Gran Canaria,ES705,20261,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2020 Cuarto trimestre,2020-Q4,Total,_T,Gran Canaria,ES705,27956,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2020,2020,Total,_T,Gran Canaria,ES705,352507,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2021 Primer trimestre,2021-Q1,Total,_T,Gran Canaria,ES705,22030,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2021 Segundo trimestre,2021-Q2,Total,_T,Gran Canaria,ES705,35191,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2021 Tercer trimestre,2021-Q3,Total,_T,Gran Canaria,ES705,74770,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2021 Cuarto trimestre,2021-Q4,Total,_T,Gran Canaria,ES705,229439,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2021,2021,Total,_T,Gran Canaria,ES705,361430,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2022 Primer trimestre,2022-Q1,Total,_T,Gran Canaria,ES705,232631,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2022 Segundo trimestre,2022-Q2,Total,_T,Gran Canaria,ES705,158627,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2022 Tercer trimestre,2022-Q3,Total,_T,Gran Canaria,ES705,125544,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2022 Cuarto trimestre,2022-Q4,Total,_T,Gran Canaria,ES705,320097,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2022,2022,Total,_T,Gran Canaria,ES705,836899,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2023 Primer trimestre,2023-Q1,Total,_T,Gran Canaria,ES705,342305,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2023 Segundo trimestre,2023-Q2,Total,_T,Gran Canaria,ES705,154643,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2023 Tercer trimestre,2023-Q3,Total,_T,Gran Canaria,ES705,131009,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2023 Cuarto trimestre,2023-Q4,Total,_T,Gran Canaria,ES705,361436,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2023,2023,Total,_T,Gran Canaria,ES705,989393,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2024 Primer trimestre,2024-Q1,Total,_T,Gran Canaria,ES705,384068,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2024 Segundo trimestre,2024-Q2,Total,_T,Gran Canaria,ES705,152408,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2024 Tercer trimestre,2024-Q3,Total,_T,Gran Canaria,ES705,131225,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2024 Cuarto trimestre,2024-Q4,Total,_T,Gran Canaria,ES705,350954,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2024,2024,Total,_T,Gran Canaria,ES705,1018654,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2025 Primer trimestre,2025-Q1,Total,_T,Gran Canaria,ES705,376011,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2025 Segundo trimestre,2025-Q2,Total,_T,Gran Canaria,ES705,188756,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2025 Tercer trimestre,2025-Q3,Total,_T,Gran Canaria,ES705,150388,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2025 Cuarto trimestre,2025-Q4,Total,_T,Gran Canaria,ES705,356149,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Otro,_O,2025,2025,Total,_T,Gran Canaria,ES705,1071304,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2018 Primer trimestre,2018-Q1,Total,_T,Gran Canaria,ES705,101302,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2018 Segundo trimestre,2018-Q2,Total,_T,Gran Canaria,ES705,97141,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2018 Tercer trimestre,2018-Q3,Total,_T,Gran Canaria,ES705,92425,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2018 Cuarto trimestre,2018-Q4,Total,_T,Gran Canaria,ES705,97710,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2018,2018,Total,_T,Gran Canaria,ES705,388578,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2019 Primer trimestre,2019-Q1,Total,_T,Gran Canaria,ES705,83628,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2019 Segundo trimestre,2019-Q2,Total,_T,Gran Canaria,ES705,82432,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2019 Tercer trimestre,2019-Q3,Total,_T,Gran Canaria,ES705,79220,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2019 Cuarto trimestre,2019-Q4,Total,_T,Gran Canaria,ES705,118431,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2019,2019,Total,_T,Gran Canaria,ES705,363711,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2020 Primer trimestre,2020-Q1,Total,_T,Gran Canaria,ES705,86735,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2020 Segundo trimestre,2020-Q2,Total,_T,Gran Canaria,ES705,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2020 Tercer trimestre,2020-Q3,Total,_T,Gran Canaria,ES705,5594,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2020 Cuarto trimestre,2020-Q4,Total,_T,Gran Canaria,ES705,7528,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2020,2020,Total,_T,Gran Canaria,ES705,99856,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2021 Primer trimestre,2021-Q1,Total,_T,Gran Canaria,ES705,973,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2021 Segundo trimestre,2021-Q2,Total,_T,Gran Canaria,ES705,1499,,,,Dato estimado con menos de 20 observaciones muestrales
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2021 Tercer trimestre,2021-Q3,Total,_T,Gran Canaria,ES705,20186,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2021 Cuarto trimestre,2021-Q4,Total,_T,Gran Canaria,ES705,48181,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2021,2021,Total,_T,Gran Canaria,ES705,70839,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2022 Primer trimestre,2022-Q1,Total,_T,Gran Canaria,ES705,62561,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2022 Segundo trimestre,2022-Q2,Total,_T,Gran Canaria,ES705,106406,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2022 Tercer trimestre,2022-Q3,Total,_T,Gran Canaria,ES705,74000,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2022 Cuarto trimestre,2022-Q4,Total,_T,Gran Canaria,ES705,107569,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2022,2022,Total,_T,Gran Canaria,ES705,350537,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2023 Primer trimestre,2023-Q1,Total,_T,Gran Canaria,ES705,110729,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2023 Segundo trimestre,2023-Q2,Total,_T,Gran Canaria,ES705,94185,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2023 Tercer trimestre,2023-Q3,Total,_T,Gran Canaria,ES705,77271,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2023 Cuarto trimestre,2023-Q4,Total,_T,Gran Canaria,ES705,118949,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2023,2023,Total,_T,Gran Canaria,ES705,401134,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2024 Primer trimestre,2024-Q1,Total,_T,Gran Canaria,ES705,115974,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2024 Segundo trimestre,2024-Q2,Total,_T,Gran Canaria,ES705,101607,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2024 Tercer trimestre,2024-Q3,Total,_T,Gran Canaria,ES705,86864,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2024 Cuarto trimestre,2024-Q4,Total,_T,Gran Canaria,ES705,132419,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2024,2024,Total,_T,Gran Canaria,ES705,436863,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2025 Primer trimestre,2025-Q1,Total,_T,Gran Canaria,ES705,115951,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2025 Segundo trimestre,2025-Q2,Total,_T,Gran Canaria,ES705,116687,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2025 Tercer trimestre,2025-Q3,Total,_T,Gran Canaria,ES705,98275,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2025 Cuarto trimestre,2025-Q4,Total,_T,Gran Canaria,ES705,138053,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Reino Unido,GB,2025,2025,Total,_T,Gran Canaria,ES705,468967,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2018 Primer trimestre,2018-Q1,Total,_T,Gran Canaria,ES705,32549,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2018 Segundo trimestre,2018-Q2,Total,_T,Gran Canaria,ES705,52528,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2018 Tercer trimestre,2018-Q3,Total,_T,Gran Canaria,ES705,66951,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2018 Cuarto trimestre,2018-Q4,Total,_T,Gran Canaria,ES705,50237,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2018,2018,Total,_T,Gran Canaria,ES705,202266,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2019 Primer trimestre,2019-Q1,Total,_T,Gran Canaria,ES705,52712,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2019 Segundo trimestre,2019-Q2,Total,_T,Gran Canaria,ES705,62108,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2019 Tercer trimestre,2019-Q3,Total,_T,Gran Canaria,ES705,82012,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2019 Cuarto trimestre,2019-Q4,Total,_T,Gran Canaria,ES705,58857,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2019,2019,Total,_T,Gran Canaria,ES705,255689,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2020 Primer trimestre,2020-Q1,Total,_T,Gran Canaria,ES705,38608,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2020 Segundo trimestre,2020-Q2,Total,_T,Gran Canaria,ES705,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2020 Tercer trimestre,2020-Q3,Total,_T,Gran Canaria,ES705,27692,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2020 Cuarto trimestre,2020-Q4,Total,_T,Gran Canaria,ES705,18869,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2020,2020,Total,_T,Gran Canaria,ES705,85169,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2021 Primer trimestre,2021-Q1,Total,_T,Gran Canaria,ES705,13618,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2021 Segundo trimestre,2021-Q2,Total,_T,Gran Canaria,ES705,22090,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2021 Tercer trimestre,2021-Q3,Total,_T,Gran Canaria,ES705,54588,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2021 Cuarto trimestre,2021-Q4,Total,_T,Gran Canaria,ES705,46085,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2021,2021,Total,_T,Gran Canaria,ES705,136382,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2022 Primer trimestre,2022-Q1,Total,_T,Gran Canaria,ES705,34330,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2022 Segundo trimestre,2022-Q2,Total,_T,Gran Canaria,ES705,52088,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2022 Tercer trimestre,2022-Q3,Total,_T,Gran Canaria,ES705,65773,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2022 Cuarto trimestre,2022-Q4,Total,_T,Gran Canaria,ES705,52726,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2022,2022,Total,_T,Gran Canaria,ES705,204916,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2023 Primer trimestre,2023-Q1,Total,_T,Gran Canaria,ES705,42003,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2023 Segundo trimestre,2023-Q2,Total,_T,Gran Canaria,ES705,42214,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2023 Tercer trimestre,2023-Q3,Total,_T,Gran Canaria,ES705,51420,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2023 Cuarto trimestre,2023-Q4,Total,_T,Gran Canaria,ES705,41980,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2023,2023,Total,_T,Gran Canaria,ES705,177617,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2024 Primer trimestre,2024-Q1,Total,_T,Gran Canaria,ES705,45560,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2024 Segundo trimestre,2024-Q2,Total,_T,Gran Canaria,ES705,45984,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2024 Tercer trimestre,2024-Q3,Total,_T,Gran Canaria,ES705,44474,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2024 Cuarto trimestre,2024-Q4,Total,_T,Gran Canaria,ES705,48346,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2024,2024,Total,_T,Gran Canaria,ES705,184364,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2025 Primer trimestre,2025-Q1,Total,_T,Gran Canaria,ES705,47207,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2025 Segundo trimestre,2025-Q2,Total,_T,Gran Canaria,ES705,58321,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2025 Tercer trimestre,2025-Q3,Total,_T,Gran Canaria,ES705,48025,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2025 Cuarto trimestre,2025-Q4,Total,_T,Gran Canaria,ES705,54601,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,España (excluida Canarias),ES_XIC,2025,2025,Total,_T,Gran Canaria,ES705,208154,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2018 Primer trimestre,2018-Q1,Total,_T,Gran Canaria,ES705,156138,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2018 Segundo trimestre,2018-Q2,Total,_T,Gran Canaria,ES705,95518,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2018 Tercer trimestre,2018-Q3,Total,_T,Gran Canaria,ES705,70126,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2018 Cuarto trimestre,2018-Q4,Total,_T,Gran Canaria,ES705,146881,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2018,2018,Total,_T,Gran Canaria,ES705,468663,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2019 Primer trimestre,2019-Q1,Total,_T,Gran Canaria,ES705,154191,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2019 Segundo trimestre,2019-Q2,Total,_T,Gran Canaria,ES705,90729,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2019 Tercer trimestre,2019-Q3,Total,_T,Gran Canaria,ES705,47309,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2019 Cuarto trimestre,2019-Q4,Total,_T,Gran Canaria,ES705,162961,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2019,2019,Total,_T,Gran Canaria,ES705,455190,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2020 Primer trimestre,2020-Q1,Total,_T,Gran Canaria,ES705,130790,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2020 Segundo trimestre,2020-Q2,Total,_T,Gran Canaria,ES705,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2020 Tercer trimestre,2020-Q3,Total,_T,Gran Canaria,ES705,13576,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2020 Cuarto trimestre,2020-Q4,Total,_T,Gran Canaria,ES705,23821,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2020,2020,Total,_T,Gran Canaria,ES705,168186,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2021 Primer trimestre,2021-Q1,Total,_T,Gran Canaria,ES705,16902,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2021 Segundo trimestre,2021-Q2,Total,_T,Gran Canaria,ES705,27723,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2021 Tercer trimestre,2021-Q3,Total,_T,Gran Canaria,ES705,32938,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2021 Cuarto trimestre,2021-Q4,Total,_T,Gran Canaria,ES705,96230,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2021,2021,Total,_T,Gran Canaria,ES705,173793,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2022 Primer trimestre,2022-Q1,Total,_T,Gran Canaria,ES705,77087,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2022 Segundo trimestre,2022-Q2,Total,_T,Gran Canaria,ES705,85310,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2022 Tercer trimestre,2022-Q3,Total,_T,Gran Canaria,ES705,43447,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2022 Cuarto trimestre,2022-Q4,Total,_T,Gran Canaria,ES705,121686,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2022,2022,Total,_T,Gran Canaria,ES705,327530,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2023 Primer trimestre,2023-Q1,Total,_T,Gran Canaria,ES705,138985,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2023 Segundo trimestre,2023-Q2,Total,_T,Gran Canaria,ES705,82614,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2023 Tercer trimestre,2023-Q3,Total,_T,Gran Canaria,ES705,46577,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2023 Cuarto trimestre,2023-Q4,Total,_T,Gran Canaria,ES705,126898,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2023,2023,Total,_T,Gran Canaria,ES705,395074,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2024 Primer trimestre,2024-Q1,Total,_T,Gran Canaria,ES705,152911,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2024 Segundo trimestre,2024-Q2,Total,_T,Gran Canaria,ES705,82479,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2024 Tercer trimestre,2024-Q3,Total,_T,Gran Canaria,ES705,43156,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2024 Cuarto trimestre,2024-Q4,Total,_T,Gran Canaria,ES705,165748,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2024,2024,Total,_T,Gran Canaria,ES705,444294,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2025 Primer trimestre,2025-Q1,Total,_T,Gran Canaria,ES705,153874,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2025 Segundo trimestre,2025-Q2,Total,_T,Gran Canaria,ES705,98002,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2025 Tercer trimestre,2025-Q3,Total,_T,Gran Canaria,ES705,50636,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2025 Cuarto trimestre,2025-Q4,Total,_T,Gran Canaria,ES705,146849,,,,
Turistas,TURISTAS,44 años o más,Y_GE44,Alemania,DE,2025,2025,Total,_T,Gran Canaria,ES705,449362,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2018 Primer trimestre,2018-Q1,Total,_T,Gran Canaria,ES705,393877,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2018 Segundo trimestre,2018-Q2,Total,_T,Gran Canaria,ES705,376770,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2018 Tercer trimestre,2018-Q3,Total,_T,Gran Canaria,ES705,510005,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2018 Cuarto trimestre,2018-Q4,Total,_T,Gran Canaria,ES705,414947,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2018,2018,Total,_T,Gran Canaria,ES705,1695600,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2019 Primer trimestre,2019-Q1,Total,_T,Gran Canaria,ES705,421986,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2019 Segundo trimestre,2019-Q2,Total,_T,Gran Canaria,ES705,343638,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2019 Tercer trimestre,2019-Q3,Total,_T,Gran Canaria,ES705,462673,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2019 Cuarto trimestre,2019-Q4,Total,_T,Gran Canaria,ES705,360236,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2019,2019,Total,_T,Gran Canaria,ES705,1588533,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2020 Primer trimestre,2020-Q1,Total,_T,Gran Canaria,ES705,260774,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2020 Segundo trimestre,2020-Q2,Total,_T,Gran Canaria,ES705,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2020 Tercer trimestre,2020-Q3,Total,_T,Gran Canaria,ES705,107684,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2020 Cuarto trimestre,2020-Q4,Total,_T,Gran Canaria,ES705,84484,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2020,2020,Total,_T,Gran Canaria,ES705,452942,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2021 Primer trimestre,2021-Q1,Total,_T,Gran Canaria,ES705,53267,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2021 Segundo trimestre,2021-Q2,Total,_T,Gran Canaria,ES705,104078,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2021 Tercer trimestre,2021-Q3,Total,_T,Gran Canaria,ES705,262403,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2021 Cuarto trimestre,2021-Q4,Total,_T,Gran Canaria,ES705,383045,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2021,2021,Total,_T,Gran Canaria,ES705,802793,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2022 Primer trimestre,2022-Q1,Total,_T,Gran Canaria,ES705,360529,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2022 Segundo trimestre,2022-Q2,Total,_T,Gran Canaria,ES705,371664,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2022 Tercer trimestre,2022-Q3,Total,_T,Gran Canaria,ES705,465695,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2022 Cuarto trimestre,2022-Q4,Total,_T,Gran Canaria,ES705,435049,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2022,2022,Total,_T,Gran Canaria,ES705,1632937,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2023 Primer trimestre,2023-Q1,Total,_T,Gran Canaria,ES705,429469,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2023 Segundo trimestre,2023-Q2,Total,_T,Gran Canaria,ES705,384817,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Total,_T,2023 Tercer trimestre,2023-Q3,Total,_T,Gran Canaria,ES705,485213,,,,
