MEDIDAS#es,MEDIDAS_CODE,EDAD#es,EDAD_CODE,PAIS_RESIDENCIA#es,PAIS_RESIDENCIA_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,TERRITORIO#es,TERRITORIO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2018,2018,Hombres,M,Canarias,ES70,760239,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2019 Primer trimestre,2019-Q1,Hombres,M,Canarias,ES70,154617,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2019 Segundo trimestre,2019-Q2,Hombres,M,Canarias,ES70,201147,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2019 Tercer trimestre,2019-Q3,Hombres,M,Canarias,ES70,223597,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2019 Cuarto trimestre,2019-Q4,Hombres,M,Canarias,ES70,152400,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2019,2019,Hombres,M,Canarias,ES70,731761,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2020 Primer trimestre,2020-Q1,Hombres,M,Canarias,ES70,103997,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2020 Segundo trimestre,2020-Q2,Hombres,M,Canarias,ES70,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2020 Tercer trimestre,2020-Q3,Hombres,M,Canarias,ES70,29652,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2020 Cuarto trimestre,2020-Q4,Hombres,M,Canarias,ES70,27212,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2020,2020,Hombres,M,Canarias,ES70,160860,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2021 Primer trimestre,2021-Q1,Hombres,M,Canarias,ES70,1356,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2021 Segundo trimestre,2021-Q2,Hombres,M,Canarias,ES70,3999,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2021 Tercer trimestre,2021-Q3,Hombres,M,Canarias,ES70,71757,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2021 Cuarto trimestre,2021-Q4,Hombres,M,Canarias,ES70,143896,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2021,2021,Hombres,M,Canarias,ES70,221007,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2022 Primer trimestre,2022-Q1,Hombres,M,Canarias,ES70,136229,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2022 Segundo trimestre,2022-Q2,Hombres,M,Canarias,ES70,201988,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2022 Tercer trimestre,2022-Q3,Hombres,M,Canarias,ES70,255589,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2022 Cuarto trimestre,2022-Q4,Hombres,M,Canarias,ES70,224081,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2022,2022,Hombres,M,Canarias,ES70,817887,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2023 Primer trimestre,2023-Q1,Hombres,M,Canarias,ES70,150927,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2023 Segundo trimestre,2023-Q2,Hombres,M,Canarias,ES70,247826,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2023 Tercer trimestre,2023-Q3,Hombres,M,Canarias,ES70,287249,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2023 Cuarto trimestre,2023-Q4,Hombres,M,Canarias,ES70,235272,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2023,2023,Hombres,M,Canarias,ES70,921273,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2024 Primer trimestre,2024-Q1,Hombres,M,Canarias,ES70,197196,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2024 Segundo trimestre,2024-Q2,Hombres,M,Canarias,ES70,281355,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2024 Tercer trimestre,2024-Q3,Hombres,M,Canarias,ES70,281939,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2024 Cuarto trimestre,2024-Q4,Hombres,M,Canarias,ES70,225475,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2024,2024,Hombres,M,Canarias,ES70,985965,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2025 Primer trimestre,2025-Q1,Hombres,M,Canarias,ES70,184663,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2025 Segundo trimestre,2025-Q2,Hombres,M,Canarias,ES70,242229,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2025 Tercer trimestre,2025-Q3,Hombres,M,Canarias,ES70,299315,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2025 Cuarto trimestre,2025-Q4,Hombres,M,Canarias,ES70,208219,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Reino Unido,GB,2025,2025,Hombres,M,Canarias,ES70,934426,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2018 Primer trimestre,2018-Q1,Hombres,M,Canarias,ES70,104625,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2018 Segundo trimestre,2018-Q2,Hombres,M,Canarias,ES70,125053,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2018 Tercer trimestre,2018-Q3,Hombres,M,Canarias,ES70,155123,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2018 Cuarto trimestre,2018-Q4,Hombres,M,Canarias,ES70,100151,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2018,2018,Hombres,M,Canarias,ES70,484953,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2019 Primer trimestre,2019-Q1,Hombres,M,Canarias,ES70,127191,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2019 Segundo trimestre,2019-Q2,Hombres,M,Canarias,ES70,124863,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2019 Tercer trimestre,2019-Q3,Hombres,M,Canarias,ES70,176519,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2019 Cuarto trimestre,2019-Q4,Hombres,M,Canarias,ES70,120139,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2019,2019,Hombres,M,Canarias,ES70,548712,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2020 Primer trimestre,2020-Q1,Hombres,M,Canarias,ES70,84046,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2020 Segundo trimestre,2020-Q2,Hombres,M,Canarias,ES70,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2020 Tercer trimestre,2020-Q3,Hombres,M,Canarias,ES70,95028,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2020 Cuarto trimestre,2020-Q4,Hombres,M,Canarias,ES70,56475,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2020,2020,Hombres,M,Canarias,ES70,235549,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2021 Primer trimestre,2021-Q1,Hombres,M,Canarias,ES70,36750,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2021 Segundo trimestre,2021-Q2,Hombres,M,Canarias,ES70,76730,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2021 Tercer trimestre,2021-Q3,Hombres,M,Canarias,ES70,175284,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2021 Cuarto trimestre,2021-Q4,Hombres,M,Canarias,ES70,116931,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2021,2021,Hombres,M,Canarias,ES70,405695,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2022 Primer trimestre,2022-Q1,Hombres,M,Canarias,ES70,97781,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2022 Segundo trimestre,2022-Q2,Hombres,M,Canarias,ES70,152968,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2022 Tercer trimestre,2022-Q3,Hombres,M,Canarias,ES70,182369,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2022 Cuarto trimestre,2022-Q4,Hombres,M,Canarias,ES70,132721,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2022,2022,Hombres,M,Canarias,ES70,565839,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2023 Primer trimestre,2023-Q1,Hombres,M,Canarias,ES70,115528,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2023 Segundo trimestre,2023-Q2,Hombres,M,Canarias,ES70,139630,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2023 Tercer trimestre,2023-Q3,Hombres,M,Canarias,ES70,177532,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2023 Cuarto trimestre,2023-Q4,Hombres,M,Canarias,ES70,120921,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2023,2023,Hombres,M,Canarias,ES70,553611,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2024 Primer trimestre,2024-Q1,Hombres,M,Canarias,ES70,129687,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2024 Segundo trimestre,2024-Q2,Hombres,M,Canarias,ES70,151462,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2024 Tercer trimestre,2024-Q3,Hombres,M,Canarias,ES70,177520,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2024 Cuarto trimestre,2024-Q4,Hombres,M,Canarias,ES70,114104,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2024,2024,Hombres,M,Canarias,ES70,572772,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2025 Primer trimestre,2025-Q1,Hombres,M,Canarias,ES70,112153,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2025 Segundo trimestre,2025-Q2,Hombres,M,Canarias,ES70,152355,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2025 Tercer trimestre,2025-Q3,Hombres,M,Canarias,ES70,195303,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2025 Cuarto trimestre,2025-Q4,Hombres,M,Canarias,ES70,116397,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,España (excluida Canarias),ES_XIC,2025,2025,Hombres,M,Canarias,ES70,576864,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2018 Primer trimestre,2018-Q1,Hombres,M,Canarias,ES70,124231,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2018 Segundo trimestre,2018-Q2,Hombres,M,Canarias,ES70,133404,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2018 Tercer trimestre,2018-Q3,Hombres,M,Canarias,ES70,188054,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2018 Cuarto trimestre,2018-Q4,Hombres,M,Canarias,ES70,137345,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2018,2018,Hombres,M,Canarias,ES70,583035,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2019 Primer trimestre,2019-Q1,Hombres,M,Canarias,ES70,123986,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2019 Segundo trimestre,2019-Q2,Hombres,M,Canarias,ES70,107018,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2019 Tercer trimestre,2019-Q3,Hombres,M,Canarias,ES70,133914,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2019 Cuarto trimestre,2019-Q4,Hombres,M,Canarias,ES70,123888,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2019,2019,Hombres,M,Canarias,ES70,488806,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2020 Primer trimestre,2020-Q1,Hombres,M,Canarias,ES70,74126,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2020 Segundo trimestre,2020-Q2,Hombres,M,Canarias,ES70,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2020 Tercer trimestre,2020-Q3,Hombres,M,Canarias,ES70,42511,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2020 Cuarto trimestre,2020-Q4,Hombres,M,Canarias,ES70,30523,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2020,2020,Hombres,M,Canarias,ES70,147160,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2021 Primer trimestre,2021-Q1,Hombres,M,Canarias,ES70,21268,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2021 Segundo trimestre,2021-Q2,Hombres,M,Canarias,ES70,34055,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2021 Tercer trimestre,2021-Q3,Hombres,M,Canarias,ES70,96650,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2021 Cuarto trimestre,2021-Q4,Hombres,M,Canarias,ES70,146795,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2021,2021,Hombres,M,Canarias,ES70,298767,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2022 Primer trimestre,2022-Q1,Hombres,M,Canarias,ES70,109706,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2022 Segundo trimestre,2022-Q2,Hombres,M,Canarias,ES70,96500,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2022 Tercer trimestre,2022-Q3,Hombres,M,Canarias,ES70,139365,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2022 Cuarto trimestre,2022-Q4,Hombres,M,Canarias,ES70,149905,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2022,2022,Hombres,M,Canarias,ES70,495475,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2023 Primer trimestre,2023-Q1,Hombres,M,Canarias,ES70,124394,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2023 Segundo trimestre,2023-Q2,Hombres,M,Canarias,ES70,122264,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2023 Tercer trimestre,2023-Q3,Hombres,M,Canarias,ES70,130839,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2023 Cuarto trimestre,2023-Q4,Hombres,M,Canarias,ES70,172479,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2023,2023,Hombres,M,Canarias,ES70,549976,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2024 Primer trimestre,2024-Q1,Hombres,M,Canarias,ES70,161941,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2024 Segundo trimestre,2024-Q2,Hombres,M,Canarias,ES70,109056,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2024 Tercer trimestre,2024-Q3,Hombres,M,Canarias,ES70,136638,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2024 Cuarto trimestre,2024-Q4,Hombres,M,Canarias,ES70,186987,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2024,2024,Hombres,M,Canarias,ES70,594622,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2025 Primer trimestre,2025-Q1,Hombres,M,Canarias,ES70,150088,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2025 Segundo trimestre,2025-Q2,Hombres,M,Canarias,ES70,125356,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2025 Tercer trimestre,2025-Q3,Hombres,M,Canarias,ES70,150275,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2025 Cuarto trimestre,2025-Q4,Hombres,M,Canarias,ES70,162093,,,,
Turistas,TURISTAS,De 16 a 44 años,Y16T44,Alemania,DE,2025,2025,Hombres,M,Canarias,ES70,587813,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2018 Primer trimestre,2018-Q1,Hombres,M,Canarias,ES70,1747618,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2018 Segundo trimestre,2018-Q2,Hombres,M,Canarias,ES70,1448187,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2018 Tercer trimestre,2018-Q3,Hombres,M,Canarias,ES70,1518180,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2018 Cuarto trimestre,2018-Q4,Hombres,M,Canarias,ES70,1781573,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2018,2018,Hombres,M,Canarias,ES70,6495558,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2019 Primer trimestre,2019-Q1,Hombres,M,Canarias,ES70,1749085,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2019 Segundo trimestre,2019-Q2,Hombres,M,Canarias,ES70,1439490,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2019 Tercer trimestre,2019-Q3,Hombres,M,Canarias,ES70,1480836,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2019 Cuarto trimestre,2019-Q4,Hombres,M,Canarias,ES70,1783950,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2019,2019,Hombres,M,Canarias,ES70,6453361,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2020 Primer trimestre,2020-Q1,Hombres,M,Canarias,ES70,1351277,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2020 Segundo trimestre,2020-Q2,Hombres,M,Canarias,ES70,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,Total,_T,Total,_T,2020 Tercer trimestre,2020-Q3,Hombres,M,Canarias,ES70,374266,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2020 Cuarto trimestre,2020-Q4,Hombres,M,Canarias,ES70,322841,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2020,2020,Hombres,M,Canarias,ES70,2048384,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2021 Primer trimestre,2021-Q1,Hombres,M,Canarias,ES70,191224,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2021 Segundo trimestre,2021-Q2,Hombres,M,Canarias,ES70,339701,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2021 Tercer trimestre,2021-Q3,Hombres,M,Canarias,ES70,900817,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2021 Cuarto trimestre,2021-Q4,Hombres,M,Canarias,ES70,1456670,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2021,2021,Hombres,M,Canarias,ES70,2888412,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2022 Primer trimestre,2022-Q1,Hombres,M,Canarias,ES70,1403538,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2022 Segundo trimestre,2022-Q2,Hombres,M,Canarias,ES70,1483293,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2022 Tercer trimestre,2022-Q3,Hombres,M,Canarias,ES70,1504266,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2022 Cuarto trimestre,2022-Q4,Hombres,M,Canarias,ES70,1821416,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2022,2022,Hombres,M,Canarias,ES70,6212513,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2023 Primer trimestre,2023-Q1,Hombres,M,Canarias,ES70,1786900,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2023 Segundo trimestre,2023-Q2,Hombres,M,Canarias,ES70,1468428,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2023 Tercer trimestre,2023-Q3,Hombres,M,Canarias,ES70,1554786,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2023 Cuarto trimestre,2023-Q4,Hombres,M,Canarias,ES70,1987738,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2023,2023,Hombres,M,Canarias,ES70,6797852,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2024 Primer trimestre,2024-Q1,Hombres,M,Canarias,ES70,2062487,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2024 Segundo trimestre,2024-Q2,Hombres,M,Canarias,ES70,1589745,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2024 Tercer trimestre,2024-Q3,Hombres,M,Canarias,ES70,1660914,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2024 Cuarto trimestre,2024-Q4,Hombres,M,Canarias,ES70,2184538,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2024,2024,Hombres,M,Canarias,ES70,7497684,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2025 Primer trimestre,2025-Q1,Hombres,M,Canarias,ES70,2111665,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2025 Segundo trimestre,2025-Q2,Hombres,M,Canarias,ES70,1710021,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2025 Tercer trimestre,2025-Q3,Hombres,M,Canarias,ES70,1770595,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2025 Cuarto trimestre,2025-Q4,Hombres,M,Canarias,ES70,2181747,,,,
Turistas,TURISTAS,Total,_T,Total,_T,2025,2025,Hombres,M,Canarias,ES70,7775035,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2018 Primer trimestre,2018-Q1,Hombres,M,Canarias,ES70,721581,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2018 Segundo trimestre,2018-Q2,Hombres,M,Canarias,ES70,481928,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2018 Tercer trimestre,2018-Q3,Hombres,M,Canarias,ES70,512207,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2018 Cuarto trimestre,2018-Q4,Hombres,M,Canarias,ES70,713004,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2018,2018,Hombres,M,Canarias,ES70,2428721,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2019 Primer trimestre,2019-Q1,Hombres,M,Canarias,ES70,707908,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2019 Segundo trimestre,2019-Q2,Hombres,M,Canarias,ES70,489233,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2019 Tercer trimestre,2019-Q3,Hombres,M,Canarias,ES70,497537,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2019 Cuarto trimestre,2019-Q4,Hombres,M,Canarias,ES70,708509,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2019,2019,Hombres,M,Canarias,ES70,2403187,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2020 Primer trimestre,2020-Q1,Hombres,M,Canarias,ES70,546918,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2020 Segundo trimestre,2020-Q2,Hombres,M,Canarias,ES70,,,Valor no disponible; el dato no existe,M,
Turistas,TURISTAS,Total,_T,Otro,_O,2020 Tercer trimestre,2020-Q3,Hombres,M,Canarias,ES70,114164,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2020 Cuarto trimestre,2020-Q4,Hombres,M,Canarias,ES70,102233,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2020,2020,Hombres,M,Canarias,ES70,763314,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2021 Primer trimestre,2021-Q1,Hombres,M,Canarias,ES70,83413,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2021 Segundo trimestre,2021-Q2,Hombres,M,Canarias,ES70,145558,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2021 Tercer trimestre,2021-Q3,Hombres,M,Canarias,ES70,337249,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2021 Cuarto trimestre,2021-Q4,Hombres,M,Canarias,ES70,594816,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2021,2021,Hombres,M,Canarias,ES70,1161036,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2022 Primer trimestre,2022-Q1,Hombres,M,Canarias,ES70,619988,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2022 Segundo trimestre,2022-Q2,Hombres,M,Canarias,ES70,517504,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2022 Tercer trimestre,2022-Q3,Hombres,M,Canarias,ES70,515164,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2022 Cuarto trimestre,2022-Q4,Hombres,M,Canarias,ES70,722120,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2022,2022,Hombres,M,Canarias,ES70,2374775,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2023 Primer trimestre,2023-Q1,Hombres,M,Canarias,ES70,787115,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2023 Segundo trimestre,2023-Q2,Hombres,M,Canarias,ES70,501180,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2023 Tercer trimestre,2023-Q3,Hombres,M,Canarias,ES70,548653,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2023 Cuarto trimestre,2023-Q4,Hombres,M,Canarias,ES70,789705,,,,
Turistas,TURISTAS,Total,_T,Otro,_O,2023,2023,Hombres,M,Canarias,ES70,2626653,,,,
